sentence_id	token_id	token	surprisal
410	6	.	2.360012
411	1	The	0.0
411	2	right-winger	20.234068
411	3	was	6.001683
411	4	criticized	11.071278
411	5	by	2.206424
411	6	the	1.683443
411	7	reviewer	17.127996
411	8	.	1.751064
412	1	The	0.0
412	2	reviewer	18.419764
412	3	was	6.507502
412	4	criticized	11.108371
412	5	by	2.594071
412	6	the	1.770224
412	7	right-winger	19.11986
412	8	.	1.542063
413	1	The	0.0
413	2	admirer	20.511612
413	3	badgered	21.285009
413	4	the	3.744072
413	5	director	9.651118
413	6	.	2.736827
414	1	The	0.0
414	2	director	12.279205
414	3	badgered	20.733252
414	4	the	2.365415
414	5	admirer	17.19861
414	6	.	2.621183
415	1	The	0.0
415	2	director	12.279205
415	3	was	7.217366
415	4	badgered	15.11434
415	5	by	1.008872
415	6	the	1.852733
415	7	admirer	17.542997
415	8	.	3.597384
416	1	The	0.0
416	2	admirer	20.511612
416	3	was	7.262922
416	4	badgered	15.591936
416	5	by	0.974212
416	6	the	1.784906
416	7	director	10.864287
416	8	.	3.589495
417	1	The	0.0
417	2	fan	15.536105
417	3	pestered	21.890293
417	4	the	2.861174
417	5	filmmaker	20.033453
417	6	.	1.634218
418	1	The	0.0
418	2	filmmaker	20.758181
418	3	pestered	19.8859
418	4	the	2.560907
418	5	fan	12.666712
418	6	.	2.114121
419	1	The	0.0
419	2	filmmaker	20.758181
419	3	was	6.733642
419	4	pestered	16.804207
419	5	by	1.047322
419	6	the	1.817709
419	7	fan	14.594813
419	8	.	2.701836
420	1	The	0.0
420	2	fan	15.536105
420	3	was	7.123568
420	4	pestered	17.49301
420	5	by	1.297022
420	6	the	1.697033
420	7	filmmaker	19.800573
420	8	.	2.07897
421	1	The	0.0
421	2	paramedic	20.876389
421	3	revived	17.360165
421	4	the	3.267249
421	5	youth	13.293219
421	6	.	2.499112
422	1	The	0.0
422	2	youth	14.742241
422	3	revived	19.090954
422	4	the	4.281898
422	5	paramedic	21.752729
422	6	.	1.894826
423	1	The	0.0
423	2	youth	14.742241
423	3	was	7.926706
423	4	revived	13.532562
423	5	by	2.607089
423	6	the	1.504543
423	7	paramedic	20.614452
423	8	.	1.95323
424	1	The	0.0
424	2	paramedic	20.876389
424	3	was	6.657417
424	4	revived	12.405762
424	5	by	2.450945
424	6	the	1.436844
424	7	youth	13.370641
424	8	.	3.064913
425	1	The	0.0
425	2	EMT	18.305696
425	3	resuscitated	21.857311
425	4	the	5.160612
425	5	youngster	17.18713
425	6	.	2.574093
426	1	The	0.0
426	2	youngster	18.052889
426	3	resuscitated	21.105515
426	4	the	3.065223
426	5	EMT	19.497629
426	6	.	1.546055
427	1	The	0.0
427	2	youngster	18.052889
427	3	was	6.017355
427	4	resuscitated	16.620283
427	5	by	4.044052
427	6	the	1.820729
427	7	EMT	19.356619
427	8	.	1.296815
428	1	The	0.0
428	2	EMT	18.305696
428	3	was	6.3962
428	4	resuscitated	17.277733
428	5	by	4.057595
428	6	the	1.763374
428	7	youngster	16.455498
428	8	.	2.091116
429	1	The	0.0
429	2	prankster	19.628138
429	3	duped	17.4207
429	4	the	3.249446
429	5	marketer	17.267168
429	6	.	3.84731
430	1	The	0.0
430	2	marketer	15.701757
430	3	duped	22.095495
430	4	the	3.04955
430	5	prankster	19.552902
430	6	.	2.412614
431	1	The	0.0
431	2	marketer	15.701757
431	3	was	10.046146
431	4	duped	14.970129
431	5	by	1.771493
431	6	the	1.652513
431	7	prankster	18.833948
431	8	.	1.853046
432	1	The	0.0
432	2	prankster	19.628138
432	3	was	9.036041
432	4	duped	13.537877
432	5	by	2.484995
432	6	the	1.685566
432	7	marketer	16.755733
432	8	.	4.51712
433	1	The	0.0
433	2	joker	18.89455
433	3	tricked	21.509045
433	4	the	4.235744
433	5	distributor	15.821247
433	6	.	3.317061
434	1	The	0.0
434	2	distributor	13.92322
434	3	tricked	23.069115
434	4	the	2.447398
434	5	joker	19.58172
434	6	.	2.786228
435	1	The	0.0
435	2	distributor	13.92322
435	3	was	9.210545
435	4	tricked	15.987336
435	5	by	2.803229
435	6	the	1.789068
435	7	joker	18.960327
435	8	.	1.771141
436	1	The	0.0
436	2	joker	18.89455
436	3	was	7.36007
436	4	tricked	16.324995
436	5	by	3.177062
436	6	the	1.645463
436	7	distributor	15.552556
436	8	.	3.365923
437	1	The	0.0
437	2	playboy	18.300682
437	3	courted	17.473461
437	4	the	2.631069
437	5	damsel	19.341599
437	6	.	1.632622
438	1	The	0.0
438	2	damsel	20.465733
438	3	courted	20.493694
438	4	the	3.814167
438	5	playboy	17.703451
438	6	.	1.810397
439	1	The	0.0
439	2	damsel	20.465733
439	3	was	8.052588
439	4	courted	17.665628
439	5	by	0.914901
439	6	the	1.69443
439	7	playboy	17.070522
439	8	.	1.682601
440	1	The	0.0
440	2	playboy	18.300682
440	3	was	6.251349
440	4	courted	14.687243
440	5	by	0.831482
440	6	the	1.974072
440	7	damsel	19.258144
440	8	.	1.592466
441	1	The	0.0
441	2	womanizer	20.469788
441	3	wooed	21.837177
441	4	the	5.042445
441	5	maiden	15.678171
441	6	.	4.817433
442	1	The	0.0
442	2	maiden	16.173088
442	3	wooed	23.107069
442	4	the	5.848223
442	5	womanizer	20.276213
442	6	.	1.76015
443	1	The	0.0
443	2	maiden	16.173088
443	3	was	10.485839
443	4	wooed	15.41825
443	5	by	0.714361
443	6	the	1.726808
443	7	womanizer	19.672451
443	8	.	1.971899
444	1	The	0.0
444	2	womanizer	20.469788
444	3	was	6.846841
444	4	wooed	15.929652
444	5	by	0.756008
444	6	the	1.689588
444	7	maiden	15.691565
444	8	.	5.757513
445	1	The	0.0
445	2	nomad	22.399376
445	3	cherished	19.005318
445	4	the	7.164508
445	5	clergyman	17.04508
445	6	.	2.003032
446	1	The	0.0
446	2	clergyman	18.950167
446	3	cherished	18.963274
446	4	the	2.65226
446	5	nomad	21.514212
446	6	.	3.749153
447	1	The	0.0
447	2	clergyman	18.950167
447	3	was	6.922668
447	4	cherished	16.182489
447	5	by	3.777295
447	6	the	1.825106
447	7	nomad	21.826094
447	8	.	3.722725
448	1	The	0.0
448	2	nomad	22.399376
448	3	was	10.019964
448	4	cherished	16.21216
448	5	by	3.853025
448	6	the	1.670638
448	7	clergyman	16.561874
448	8	.	1.594918
449	1	The	0.0
449	2	vagabond	20.789318
449	3	revered	21.508659
449	4	the	6.187388
449	5	priest	12.20975
449	6	.	2.006795
450	1	The	0.0
450	2	priest	15.864408
450	3	revered	21.097116
450	4	the	5.267618
450	5	vagabond	17.397844
450	6	.	2.274296
451	1	The	0.0
451	2	priest	15.864408
451	3	was	6.081071
451	4	revered	15.029527
451	5	by	4.505366
451	6	the	1.949295
451	7	vagabond	18.06234
451	8	.	2.400049
452	1	The	0.0
452	2	vagabond	20.789318
452	3	was	7.166216
452	4	revered	16.158678
452	5	by	4.572206
452	6	the	1.88717
452	7	priest	13.529534
452	8	.	1.856029
453	1	The	0.0
453	2	assassin	18.4349
453	3	shot	13.686931
453	4	the	5.495004
453	5	statesman	18.823935
453	6	.	2.193244
454	1	The	0.0
454	2	statesman	19.664511
454	3	shot	14.192532
454	4	the	5.209653
454	5	assassin	17.371513
454	6	.	2.924397
455	1	The	0.0
455	2	statesman	19.664511
455	3	was	6.581487
455	4	shot	9.442942
455	5	by	4.907108
455	6	the	1.908237
455	7	assassin	15.927107
455	8	.	2.911178
456	1	The	0.0
456	2	assassin	18.4349
456	3	was	7.122449
456	4	shot	8.779023
456	5	by	4.885953
456	6	the	1.978675
456	7	statesman	17.20463
456	8	.	1.959177
457	1	The	0.0
457	2	hit	13.56923
457	3	man	9.810843
457	4	killed	11.685118
457	5	the	4.025795
457	6	politician	13.928966
457	7	.	1.953368
458	1	The	0.0
458	2	politician	15.680755
458	3	killed	13.105986
458	4	the	3.235528
458	5	hit	13.357341
458	6	man	7.805866
458	7	.	2.07361
459	1	The	0.0
459	2	politician	15.680755
459	3	was	6.817863
459	4	killed	7.218708
459	5	by	3.114955
459	6	the	1.688476
459	7	hit	13.61508
459	8	man	8.19857
459	9	.	1.811123
460	1	The	0.0
460	2	hit	13.56923
460	3	man	9.810843
460	4	was	6.153415
460	5	killed	6.774261
460	6	by	3.272103
460	7	the	1.696404
460	8	politician	15.115358
460	9	.	2.044282
461	1	The	0.0
461	2	clerk	15.368085
461	3	charged	11.306307
461	4	the	4.41306
461	5	elderly	13.512934
461	6	person	13.715615
461	7	.	2.444501
462	1	The	0.0
462	2	elderly	12.363091
462	3	person	13.203835
462	4	charged	12.407283
462	5	the	4.727575
462	6	clerk	13.425973
462	7	.	2.466468
463	1	The	0.0
463	2	elderly	12.363091
463	3	person	13.203835
463	4	was	8.064493
463	5	charged	8.279333
463	6	by	4.215066
463	7	the	1.953658
463	8	clerk	12.346067
463	9	.	1.937017
464	1	The	0.0
464	2	clerk	15.368085
464	3	was	6.457885
464	4	charged	8.075171
464	5	by	4.194936
464	6	the	1.930196
464	7	elderly	12.554556
464	8	person	13.581134
464	9	.	1.862646
465	1	The	0.0
465	2	cashier	17.927948
465	3	billed	16.481737
465	4	the	3.370832
465	5	senior	13.247273
465	6	citizen	8.867912
465	7	.	3.420573
466	1	The	0.0
466	2	senior	11.562589
466	3	citizen	8.967944
466	4	billed	16.001324
466	5	the	3.438197
466	6	cashier	16.213234
466	7	.	3.449988
467	1	The	0.0
467	2	senior	11.562589
467	3	citizen	8.967944
467	4	was	7.191342
467	5	billed	12.214444
467	6	by	4.296798
467	7	the	1.866994
467	8	cashier	14.559606
467	9	.	2.375991
468	1	The	0.0
468	2	cashier	17.927948
468	3	was	7.064094
468	4	billed	13.36723
468	5	by	4.332742
468	6	the	1.995614
468	7	senior	11.165802
468	8	citizen	8.80631
468	9	.	2.570662
469	1	The	0.0
469	2	mediator	17.1353
469	3	rescued	16.868277
469	4	the	2.494577
469	5	hostage	14.43662
469	6	.	3.364922
470	1	The	0.0
470	2	hostage	15.515375
470	3	rescued	19.667004
470	4	the	3.340213
470	5	mediator	16.845453
470	6	.	1.610644
471	1	The	0.0
471	2	hostage	15.515375
471	3	was	8.64603
471	4	rescued	12.294184
471	5	by	2.267318
471	6	the	1.477403
471	7	mediator	15.090926
471	8	.	1.719334
472	1	The	0.0
472	2	mediator	17.1353
472	3	was	6.485931
472	4	rescued	12.708827
472	5	by	1.840104
472	6	the	1.539208
472	7	hostage	13.964336
472	8	.	4.851416
473	1	The	0.0
473	2	negotiator	18.461479
473	3	saved	16.743692
473	4	the	2.919165
473	5	captive	15.071101
473	6	.	3.349926
474	1	The	0.0
474	2	captive	16.520555
474	3	saved	15.685668
474	4	the	3.131325
474	5	negotiator	19.53228
474	6	.	2.127394
475	1	The	0.0
475	2	captive	16.520555
475	3	was	7.223988
475	4	saved	11.537766
475	5	by	3.878302
475	6	the	1.784753
475	7	negotiator	18.488583
475	8	.	1.685457
476	1	The	0.0
476	2	negotiator	18.461479
476	3	was	6.654387
476	4	saved	12.339703
476	5	by	4.197523
476	6	the	1.693644
476	7	captive	16.410982
476	8	.	3.30483
477	1	The	0.0
477	2	detective	16.30891
477	3	found	9.568118
477	4	the	3.488114
477	5	assailant	16.007517
477	6	.	3.412224
478	1	The	0.0
478	2	assailant	18.338295
478	3	found	11.03007
478	4	the	3.444185
478	5	detective	14.375248
478	6	.	3.607746
479	1	The	0.0
479	2	assailant	18.338295
479	3	was	6.225662
479	4	found	7.932246
479	5	by	4.736958
479	6	the	1.732991
479	7	detective	13.520905
479	8	.	1.767215
480	1	The	0.0
480	2	detective	16.30891
480	3	was	6.510347
480	4	found	7.171473
480	5	by	4.547692
480	6	the	1.767834
480	7	assailant	15.799544
480	8	.	1.888076
481	1	The	0.0
481	2	sleuth	19.648769
481	3	located	15.299047
481	4	the	5.615627
481	5	attacker	21.100611
481	6	.	2.212075
482	1	The	0.0
482	2	attacker	19.334097
482	3	located	15.977832
482	4	the	6.022172
482	5	sleuth	19.622246
482	6	.	2.134145
483	1	The	0.0
483	2	attacker	19.334097
483	3	was	6.470012
483	4	located	12.203468
483	5	by	5.927829
483	6	the	2.000065
483	7	sleuth	19.371361
483	8	.	1.538824
484	1	The	0.0
484	2	sleuth	19.648769
484	3	was	6.318751
484	4	located	11.427567
484	5	by	6.113484
484	6	the	2.135572
484	7	attacker	20.618811
484	8	.	1.724282
485	1	The	0.0
485	2	artisan	18.437706
485	3	trained	16.894974
485	4	the	4.773294
485	5	apprentice	17.351278
485	6	.	2.783494
486	1	The	0.0
486	2	apprentice	19.014746
486	3	trained	14.650869
486	4	the	4.811823
486	5	artisan	17.780157
486	6	.	2.477743
487	1	The	0.0
487	2	apprentice	19.014746
487	3	was	8.471272
487	4	trained	11.08083
487	5	by	3.659296
487	6	the	1.851868
487	7	artisan	19.242844
487	8	.	2.523961
488	1	The	0.0
488	2	artisan	18.437706
488	3	was	8.059028
488	4	trained	13.718159
488	5	by	3.024033
488	6	the	1.948397
488	7	apprentice	17.644484
488	8	.	3.14068
489	1	The	0.0
489	2	craftsman	19.171082
489	3	taught	13.855338
489	4	the	3.360745
489	5	trainee	17.432119
489	6	.	2.481415
490	1	The	0.0
490	2	trainee	19.438532
490	3	taught	15.825629
490	4	the	3.35379
490	5	craftsman	17.367517
490	6	.	2.77995
491	1	The	0.0
491	2	trainee	19.438532
491	3	was	6.351085
491	4	taught	12.04518
491	5	by	3.403977
491	6	the	1.939858
491	7	craftsman	17.17001
491	8	.	2.156594
492	1	The	0.0
492	2	craftsman	19.171082
492	3	was	6.534853
492	4	taught	10.750979
492	5	by	3.547888
492	6	the	1.873706
492	7	trainee	18.008327
492	8	.	1.954683
493	1	The	0.0
493	2	biker	19.954506
493	3	defied	17.082186
493	4	the	1.858106
493	5	trainer	15.49152
493	6	.	3.229723
494	1	The	0.0
494	2	trainer	16.411547
494	3	defied	17.95257
494	4	the	1.990053
494	5	biker	18.053082
494	6	.	3.0061
495	1	The	0.0
495	2	trainer	16.411547
495	3	was	6.758336
495	4	defied	17.553232
495	5	by	2.546042
495	6	the	1.718758
495	7	biker	18.232546
495	8	.	2.16199
496	1	The	0.0
496	2	biker	19.954506
496	3	was	6.509452
496	4	defied	17.78713
496	5	by	2.518442
496	6	the	1.763026
496	7	trainer	14.916519
496	8	.	2.277524
497	1	The	0.0
497	2	cyclist	18.940987
497	3	disobeyed	19.785385
497	4	the	2.115132
497	5	coach	14.170732
497	6	.	3.618559
498	1	The	0.0
498	2	coach	15.000511
498	3	disobeyed	20.946491
498	4	the	3.236605
498	5	cyclist	19.992186
498	6	.	2.66359
499	1	The	0.0
499	2	coach	15.000511
499	3	was	6.927619
499	4	disobeyed	18.740664
499	5	by	3.658217
499	6	the	1.650278
499	7	cyclist	18.869028
499	8	.	1.778733
500	1	The	0.0
500	2	cyclist	18.940987
500	3	was	6.073673
500	4	disobeyed	18.768288
500	5	by	3.490336
500	6	the	1.737677
500	7	coach	14.572172
500	8	.	2.273135
501	1	The	0.0
501	2	speaker	13.216649
501	3	engrossed	21.417641
501	4	the	9.597337
501	5	audience	11.926989
501	6	.	1.983527
502	1	The	0.0
502	2	audience	12.25995
502	3	engrossed	21.346609
502	4	the	9.262657
502	5	speaker	13.784815
502	6	.	3.243153
503	1	The	0.0
503	2	audience	12.25995
503	3	was	6.432924
503	4	engrossed	17.833445
503	5	by	5.852963
503	6	the	1.787311
503	7	speaker	11.934149
503	8	.	2.106408
504	1	The	0.0
504	2	speaker	13.216649
504	3	was	6.604738
504	4	engrossed	16.465305
504	5	by	6.596388
504	6	the	1.854138
504	7	audience	11.430954
504	8	.	1.475358
505	1	The	0.0
505	2	orator	21.565208
505	3	captivated	18.748774
505	4	the	2.968138
505	5	spectators	13.503093
505	6	.	1.522701
506	1	The	0.0
506	2	spectators	16.836369
506	3	captivated	18.184572
506	4	the	3.303765
506	5	orator	18.300034
506	6	.	1.619956
507	1	The	0.0
507	2	spectators	16.836369
507	3	were	6.600215
507	4	captivated	13.199719
507	5	by	0.653066
507	6	the	1.635383
507	7	orator	18.677961
507	8	.	2.444612
508	1	The	0.0
508	2	orator	21.565208
508	3	was	6.742212
508	4	captivated	13.321135
508	5	by	0.428548
508	6	the	1.655484
508	7	spectators	13.962073
508	8	.	1.642825
509	1	The	0.0
509	2	genius	16.013668
509	3	shocked	19.321522
509	4	the	4.378111
509	5	cousin	17.468693
509	6	.	3.481335
510	1	The	0.0
510	2	cousin	17.585066
510	3	shocked	18.859531
510	4	the	3.033931
510	5	genius	13.996116
510	6	.	4.083431
511	1	The	0.0
511	2	cousin	17.585066
511	3	was	8.479786
511	4	shocked	11.420707
511	5	by	2.767215
511	6	the	1.377852
511	7	genius	14.79706
511	8	.	5.676787
512	1	The	0.0
512	2	genius	16.013668
512	3	was	9.483299
512	4	shocked	13.733351
512	5	by	2.520586
512	6	the	1.298301
512	7	cousin	19.130215
512	8	.	4.035202
513	1	The	0.0
513	2	prodigy	21.146498
513	3	surprised	17.588287
513	4	the	3.25884
513	5	relative	12.385389
513	6	.	7.160031
514	1	The	0.0
514	2	relative	12.759237
514	3	surprised	20.847042
514	4	the	6.951334
514	5	prodigy	20.40695
514	6	.	3.605252
515	1	The	0.0
515	2	relative	12.759237
515	3	was	12.939614
515	4	surprised	13.387661
515	5	by	1.553251
515	6	the	1.46965
515	7	prodigy	21.969147
515	8	.	4.610628
516	1	The	0.0
516	2	prodigy	21.146498
516	3	was	8.250707
516	4	surprised	10.963027
516	5	by	2.267518
516	6	the	1.571637
516	7	relative	11.909006
516	8	.	8.292181
517	1	The	0.0
517	2	smuggler	20.096235
517	3	bribed	17.193361
517	4	the	2.127296
517	5	bureaucrat	15.618494
517	6	.	2.759455
518	1	The	0.0
518	2	bureaucrat	17.203957
518	3	bribed	18.794268
518	4	the	2.5985
518	5	smuggler	16.834642
518	6	.	2.89351
519	1	The	0.0
519	2	bureaucrat	17.203957
519	3	was	6.95806
519	4	bribed	15.809152
519	5	by	2.952516
519	6	the	1.711403
519	7	smuggler	17.996323
519	8	.	2.01936
520	1	The	0.0
520	2	smuggler	20.096235
520	3	was	5.962784
520	4	bribed	15.16682
520	5	by	2.668334
520	6	the	1.625276
520	7	bureaucrat	16.400015
520	8	.	2.408794
521	1	The	0.0
521	2	amateur	16.402067
521	3	irked	20.903717
521	4	the	3.494082
521	5	maestro	13.126492
521	6	.	1.768903
522	1	The	0.0
522	2	maestro	16.798672
522	3	irked	19.400887
522	4	the	2.828639
522	5	amateur	15.039383
522	6	.	5.065905
523	1	The	0.0
523	2	maestro	16.798672
523	3	was	6.232367
523	4	irked	15.634077
523	5	by	0.943172
523	6	the	1.586323
523	7	amateur	16.352533
523	8	.	6.101358
524	1	The	0.0
524	2	amateur	16.402067
524	3	was	9.918846
524	4	irked	16.377956
524	5	by	1.201738
524	6	the	1.637781
524	7	maestro	14.789558
524	8	.	2.650077
525	1	The	0.0
525	2	novice	17.767954
525	3	irritated	19.885496
525	4	the	3.107279
525	5	virtuoso	16.379101
525	6	.	3.101541
526	1	The	0.0
526	2	virtuoso	18.215441
526	3	irritated	20.215387
526	4	the	3.61685
526	5	novice	15.56518
526	6	.	2.284911
527	1	The	0.0
527	2	virtuoso	18.215441
527	3	was	8.353511
527	4	irritated	15.768919
527	5	by	1.516562
527	6	the	1.573405
527	7	novice	16.986496
527	8	.	2.724036
528	1	The	0.0
528	2	novice	17.767954
528	3	was	7.908921
528	4	irritated	16.252819
528	5	by	1.018305
528	6	the	1.562096
528	7	virtuoso	16.341484
528	8	.	4.309691
529	1	The	0.0
529	2	lawyer	12.49648
529	3	questioned	13.030404
529	4	the	2.484881
529	5	witness	11.394994
529	6	.	2.313899
530	1	The	0.0
530	2	witness	15.065224
530	3	questioned	12.663977
530	4	the	3.299551
530	5	lawyer	10.621288
530	6	.	2.943628
531	1	The	0.0
531	2	witness	15.065224
531	3	was	6.847322
531	4	questioned	10.007353
531	5	by	2.044293
531	6	the	1.225111
531	7	lawyer	10.019409
531	8	.	2.215359
532	1	The	0.0
532	2	lawyer	12.49648
532	3	was	6.506333
532	4	questioned	10.278561
532	5	by	1.866546
532	6	the	1.228374
532	7	witness	10.642208
532	8	.	1.937265
533	1	The	0.0
533	2	attorney	12.007851
533	3	interrogated	24.387121
533	4	the	4.930377
533	5	bystander	16.350916
533	6	.	2.154632
534	1	The	0.0
534	2	bystander	20.316448
534	3	interrogated	20.405888
534	4	the	5.986813
534	5	attorney	11.109305
534	6	.	3.990377
535	1	The	0.0
535	2	bystander	20.316448
535	3	was	7.01587
535	4	interrogated	13.811639
535	5	by	4.390478
535	6	the	1.772156
535	7	attorney	10.836118
535	8	.	5.692301
536	1	The	0.0
536	2	attorney	12.007851
536	3	was	10.091609
536	4	interrogated	14.225741
536	5	by	4.450658
536	6	the	1.676926
536	7	bystander	18.310625
536	8	.	1.987974
537	1	The	0.0
537	2	singer	15.160041
537	3	disappointed	19.550098
537	4	the	3.958755
537	5	enthusiast	18.092836
537	6	.	2.017356
538	1	The	0.0
538	2	enthusiast	21.082273
538	3	disappointed	18.442327
538	4	the	3.895653
538	5	singer	13.267994
538	6	.	2.371137
539	1	The	0.0
539	2	enthusiast	21.082273
539	3	was	6.863653
539	4	disappointed	11.379435
539	5	by	2.968338
539	6	the	1.457798
539	7	singer	14.311643
539	8	.	3.48344
540	1	The	0.0
540	2	singer	15.160041
540	3	was	6.597426
540	4	disappointed	11.807669
540	5	by	3.087611
540	6	the	1.531083
540	7	enthusiast	19.396505
540	8	.	2.921586
541	1	The	0.0
541	2	vocalist	20.289804
541	3	disillusioned	20.054922
541	4	the	7.033273
541	5	connoisseur	18.267565
541	6	.	1.890889
542	1	The	0.0
542	2	connoisseur	19.413095
542	3	disillusioned	19.053783
542	4	the	6.699997
542	5	vocalist	17.385677
542	6	.	2.142853
543	1	The	0.0
543	2	connoisseur	19.413095
543	3	was	7.345679
543	4	disillusioned	16.408058
543	5	by	2.459033
543	6	the	1.487767
543	7	vocalist	18.921417
543	8	.	3.232168
544	1	The	0.0
544	2	vocalist	20.289804
544	3	was	6.565779
544	4	disillusioned	16.15604
544	5	by	2.446259
544	6	the	1.593806
544	7	connoisseur	18.946106
544	8	.	2.457922
545	1	The	0.0
545	2	chauffeur	17.813013
545	3	drove	14.086845
545	4	the	2.868387
545	5	diplomat	16.270521
545	6	.	3.752107
546	1	The	0.0
546	2	diplomat	16.162626
546	3	drove	14.69137
546	4	the	2.681392
546	5	chauffeur	16.163006
546	6	.	4.16205
547	1	The	0.0
547	2	diplomat	16.162626
547	3	was	6.286797
547	4	driven	11.074871
547	5	by	1.895739
547	6	the	1.642716
547	7	chauffeur	16.636936
547	8	.	2.274681
548	1	The	0.0
548	2	chauffeur	17.813013
548	3	was	6.103751
548	4	driven	10.70671
548	5	by	1.834072
548	6	the	1.774214
548	7	diplomat	16.076822
548	8	.	2.183065
549	1	The	0.0
549	2	driver	12.78445
549	3	transported	19.06958
549	4	the	3.983301
549	5	ambassador	18.081833
549	6	.	2.127959
550	1	The	0.0
550	2	ambassador	15.309681
550	3	transported	20.766369
550	4	the	3.460206
550	5	driver	11.877259
550	6	.	2.756216
551	1	The	0.0
551	2	ambassador	15.309681
551	3	was	6.95282
551	4	transported	16.492474
551	5	by	3.770351
551	6	the	1.672495
551	7	driver	10.760069
551	8	.	2.164981
552	1	The	0.0
552	2	driver	12.78445
552	3	was	6.690707
552	4	transported	15.119825
552	5	by	4.050359
552	6	the	1.768514
552	7	ambassador	15.100835
552	8	.	1.874206
553	1	The	0.0
553	2	guard	15.082592
553	3	apprehended	19.391958
553	4	the	2.713021
553	5	prisoner	15.730031
553	6	.	2.244294
554	1	The	0.0
554	2	prisoner	17.748453
554	3	apprehended	18.922293
554	4	the	4.604761
554	5	guard	12.016006
554	6	.	1.773583
555	1	The	0.0
555	2	prisoner	17.748453
555	3	was	7.105466
555	4	apprehended	12.793069
555	5	by	3.799516
555	6	the	1.771641
555	7	guard	12.875785
555	8	.	1.371271
556	1	The	0.0
556	2	guard	15.082592
556	3	was	6.189442
556	4	apprehended	14.15262
556	5	by	3.597456
556	6	the	1.744229
556	7	prisoner	15.604011
556	8	.	2.011974
557	1	The	0.0
557	2	warden	17.806826
557	3	caught	12.605651
557	4	the	3.239985
557	5	inmate	17.489836
557	6	.	2.995828
558	1	The	0.0
558	2	inmate	18.236412
558	3	caught	13.320496
558	4	the	3.111181
558	5	warden	14.707775
558	6	.	2.816092
559	1	The	0.0
559	2	inmate	18.236412
559	3	was	7.024902
559	4	caught	9.376182
559	5	by	4.461946
559	6	the	1.916864
559	7	warden	16.196886
559	8	.	2.256905
560	1	The	0.0
560	2	warden	17.806826
560	3	was	6.46092
560	4	caught	8.766395
560	5	by	4.630726
560	6	the	2.10866
560	7	inmate	16.372112
560	8	.	2.26259
561	1	The	0.0
561	2	tailor	19.484287
561	3	costumed	23.3449
561	4	the	7.151464
561	5	dancer	14.547874
561	6	.	2.411944
562	1	The	0.0
562	2	dancer	18.477819
562	3	costumed	19.921457
562	4	the	4.996247
562	5	tailor	17.952938
562	6	.	2.869543
563	1	The	0.0
563	2	dancer	18.477819
563	3	was	6.637733
563	4	costumed	19.176666
563	5	by	3.698686
563	6	the	2.170504
563	7	tailor	18.49946
563	8	.	2.84914
564	1	The	0.0
564	2	tailor	19.484287
564	3	was	7.313231
564	4	costumed	21.503176
564	5	by	3.537903
564	6	the	1.898145
564	7	dancer	16.053694
564	8	.	1.923754
565	1	The	0.0
565	2	dressmaker	19.422398
565	3	attired	22.141947
565	4	the	8.559028
565	5	ballerina	17.751091
565	6	.	2.723774
566	1	The	0.0
566	2	ballerina	19.117767
566	3	attired	17.849728
566	4	the	8.11698
566	5	dressmaker	19.694521
566	6	.	2.177205
567	1	The	0.0
567	2	ballerina	19.117767
567	3	was	7.022088
567	4	attired	17.906475
567	5	by	5.099586
567	6	the	1.94909
567	7	dressmaker	17.855652
567	8	.	1.723855
568	1	The	0.0
568	2	dressmaker	19.422398
568	3	was	6.452819
568	4	attired	21.388659
568	5	by	4.937019
568	6	the	1.957114
568	7	ballerina	15.209541
568	8	.	2.266283
569	1	The	0.0
569	2	principal	11.210516
569	3	scolded	22.70561
569	4	the	4.184253
569	5	child	10.683594
569	6	.	1.769256
570	1	The	0.0
570	2	child	12.633577
570	3	scolded	20.6929
570	4	the	2.844614
570	5	principal	12.375245
570	6	.	3.352985
571	1	The	0.0
571	2	child	12.633577
571	3	was	6.424017
571	4	scolded	17.947931
571	5	by	2.167669
571	6	the	1.864907
571	7	principal	12.854028
571	8	.	3.941912
572	1	The	0.0
572	2	principal	11.210516
572	3	was	8.754899
572	4	scolded	19.2754
572	5	by	2.133796
572	6	the	1.79298
572	7	child	11.615837
572	8	.	1.786473
573	1	The	0.0
573	2	headmaster	18.989086
573	3	reprimanded	19.614132
573	4	the	3.11069
573	5	kid	13.331585
573	6	.	2.489648
574	1	The	0.0
574	2	kid	16.419472
574	3	reprimanded	18.954342
574	4	the	3.270638
574	5	headmaster	16.842041
574	6	.	2.148922
575	1	The	0.0
575	2	kid	16.419472
575	3	was	6.401082
575	4	reprimanded	14.15949
575	5	by	2.975768
575	6	the	1.752711
575	7	headmaster	16.889072
575	8	.	2.166702
576	1	The	0.0
576	2	headmaster	18.989086
576	3	was	6.99387
576	4	reprimanded	13.731286
576	5	by	2.681713
576	6	the	1.732264
576	7	kid	15.101122
576	8	.	2.071948
577	1	The	0.0
577	2	lord	19.418835
577	3	named	11.632551
577	4	the	5.361748
577	5	heir	12.12257
577	6	.	5.132147
578	1	The	0.0
578	2	heir	16.126183
578	3	named	14.759265
578	4	the	4.650536
578	5	lord	17.196655
578	6	.	4.807542
579	1	The	0.0
579	2	heir	16.126183
579	3	was	10.654861
579	4	named	9.710809
579	5	by	4.79748
579	6	the	1.67541
